Rank,Name,Tags,Rating
5934,Kupu~!! Mamegoma!,"one day, while sketch on the beach with her friends, akan spot a babi mamegoma wash up on the shore cover in seaweed. worri for it health, the young girl take the pup to a shop call mamegoma island where the owner, mr sasaki, care for mani of these tini critters. onc it regain it strength, akan decid to adopt the mamegoma and name it mameta. now, as akan and her famili learn how to take care of their new pet, mameta make friend with, cherry, soda and a host of other mamegoma. hidekazuoka anim protagonist famili friendli non-human protagonist 2009 longseri lowrank",3.45
5935,Kuuchuu Gunkan Atlantis,"the anim center on a captur girl name luna, an enemi who get in the way, and a boy name cyan who set out to rescu luna. the stori is set on the island atlantis, which float in the sky, and the robot gekigag play a pivot role. fuutanagano action mecha sci fi short origin work 2018 movi lowrank",3.45
5937,Maria Holic,"kanako miyama hate boy so much that she break out into hive after ani physic contact with them. so when she is abl to transfer to the ame no kisaki girl’ school, kanako is overjoy that she can now search for her fate yuri partner. when she arrives, kanako meet shidou mariya, a beauti young girl who is exactli her type... except that mariya is realli a sarcast and sadist young boy who is masquerad as a girl! with no intent of be expel from school, mariya threaten kanako into keep hi secret, and decid to guard her twenty-four hour a day to ensur that she does. now kanako must share a room with mariya who is gleefulli make her life a miseri while use hi ‘feminine’ charm to stop her protesting. throw into the mix ryuuken, the most popular girl in school who ha vow to protect her; and kiri - who claim they are date to prevent her from be bulli - and it seem as if kanako’ dream of all-girl school life will be noth like she imagined! minariend comedi gl seinen shoujo-ai chibi crossdress lgbt theme school life base on a manga 2009 miniseri lowrank",3.45
5938,Mermaid Melody: Pichi Pichi Pitch,"one clear festiv evening, lucia, a mermaid princess, rescu a young boy from drowning. with him, she leav the sourc of her beauti sing voice: a pink pearl necklace. sever year later, lucia ha grown into a young woman, and embark on a quest to the human world to reclaim her pearl and find her lost love. michikoyokot fantasi magic girl shoujo famili friendli henshin hero mermaid music sentai superhero tokusatsu base on a manga 2003 longseri lowrank",3.45
5939,Galaxy Angel Z Special,"one day, after receiv a note from a mysteri man, fort suddenli take a leav of absenc from the galaxi angels. as the girl gossip about what their comrad could be get up to, ranpha decid to follow her and find out for herself, drag milfeuil and normad along for the ride. who is the enigmat guy that sent the note to fort and what doe he want? more importantly, will ranpha’ relentless meddl get her anywhere? masumiit comedi 2002 movi lowrank",3.45
5940,Cobra The Animation: The Psychogun,"for cobra, a space pirat want across the galaxi for hi infam deeds, life ha alway been one narrow escap after another. but event take an except turn when what should have been a straightforward heist onc again get him embroil in the scheme of the evil pirat guild. thi time the guild is after professor utopia more, a woman whose research on some veri strang sea creatur just uncov the secret of the universe. with the guild no doubt want that power for their evil purposes, cobra see no recours but to help a damsel in distress and final get reveng on some old enemies. in the end, giant fish, mollusks, and save the univers are all in a day work for the man they call psychogun. buichiterasawa action adventur ecchi sci fi shounen alien cyborg space pirat base on a manga 2008 ova lowrank",3.45
5941,Shounen Santa no Daibouken!,no synopsi yet - check back soon! yuujimut adventur fantasi christma famili friendli base on a novel 1996 courseri lowrank,3.45
5943,The Testament of Sister New Devil BURST: Toujo Basara's Perfectly Peaceful Daily Life,"what’ the best way to celebr a birthday? well, to the succubu maria, there’ onli one thing to do—get mio and basara to hook up! use the guis of mio’ birthday, and a lust spell, she’ determin to have the perfect setup for a sexi celebration. hisashisait ecchi fantasi harem borderlin h contemporari fantasi demon urban fantasi base on a light novel explicit sex 2016 movi lowrank",3.45
5944,HoneyWorks: 1% no Koibito,"the offici music video for 1% no koibito, by honeyworks. honeywork romanc 2020 movi lowrank",3.45
5945,Anne no Nikki,"ann frank is a jewish girl live in german-occupi amsterdam dure world war 2. when ann father learn that hi famili is in inevit danger, he gather ann and the famili to live with four other in a secret, safe location. in these cramp and tight rooms, ann and the rest live in dark and with hush voices, alway in fear of discovery. for two years, ann confid in kitty, her diari in which she confess her dream and wishes, and document her life in the cellar. as suppli begin to dwindl and relationship grow more complex and heated, ann continu to write, dream of a life in which she is free. akinorinagaoka drama autobiographi come of age europ histor war world war 2 base on a novel 1995 movi lowrank",3.45
5946,BanG Dream!,"when she wa a child, kasumi toyama\xa0felt a heart-pound thrill everi time she gaze at the stars, and she been look without success for someth that could inspir the same feel ever since. one day, she come across a star-shap guitar in a rundown pawnshop and, for the first time, discov the thrill she been search for. kasumi becom determin to form an all-girl band, and her search lead her to four like-mind souls: saya, arisa, rimi, and tae (all brought to life by the member of poppin party). doe thi band have what it take to make their dream of stardom come true? atsushiootsuki all-girl school music school life origin work 2017 miniseri lowrank",3.45
5948,RAM WIRE: Bokura no Te ni wa Nani mo Nai Kedo,no synopsi yet - check back soon! ayashiroi drama fantasi anim protagonist ghost non-human protagonist supernatur 2015 movi lowrank,3.45
5950,Tezuka Osamu no Kyuuyaku Seisho Monogatari: In the Beginning,no synopsi yet - check back soon! osamudezaki christian religion base on a religi text 1997 longseri lowrank,3.45
5951,Gun-dou Musashi Recap,"a recap episode, cover episod 1-11\xa0of gun-dou musashi. masamisuda action fantasi feudal japan recap samurai origin work 2006 movi lowrank",3.45
5953,Serph: sparkle,"the offici music video for\xa0sparkle\xa0from the album aerialist, by serph. tarafuotani abstract 2018 movi lowrank",3.45
5954,Bonobono: Uchuu kara Kita Tomodachi,the anim will featur an origin stori where bono bono and the other charact journey through space. mikioigarashi adventur anim protagonist non-human protagonist outer space base on a 4-koma manga base on a manga 2017 movi lowrank,3.45
5955,Captain Tsubasa,"tsubasa ozora is a young boy with a dream: becom a famou soccer player. through countless advers includ tough rival and difficult championships, tsubasa will see if he ha what it take to be a winner. now, tsubasa must learn new skill and face hi fear to becom the best that there is and ultim reach hi goal: the world cup! yoichitakahashi shounen sport soccer base on a manga 1983 longseri lowrank",3.45
5957,Pop Team Epic,"pipimi and popuko are two typic 14-year-old girl with endless energy. together, the two becom the stuff of meme by have shootout in space, travers video game worlds, steal an umbrella from [redacted], or other spastic misadventures. bkubokawa comedi seinen break the fourth wall gag parodi slapstick base on a 4-koma manga base on a manga 2018 miniseri lowrank",3.45
5958,Hell Teacher Nube: Gozen 0 Toki Nube Shisu,"nube get a new student call jun kagami, a shi boy who ha just transfer to doumori elementari school. due to hi insecurities, jun believ that hi onli friend is a mysteri clown entiti that live insid mirrors. it is up to nube to find out the true natur of thi clown. shomakura action school life supernatur base on a manga 1997 movi lowrank",3.45
5960,Dr. Slump Movie 6: Arale-chan N-cha! Penguin-mura wa Hare nochi Hare,no synopsi yet - check back soon! akiratoriyama comedi sci fi shounen 1993 movi lowrank,3.45
5961,ABEDON: Beautiful Day,"the offici music video for\xa0beauti day\xa0from the album\xa0black and white, by yoshiharu abe. masanobuhiraoka abstract 2014 movi lowrank",3.45
5962,Hatena: Yume ja Nai,"the offici music video for the gymnast samurai 2nd\xa0end theme\xa0yum ja nai, perform by\xa0hatena. yoshihitokato fantasi cg anim 2020 movi lowrank",3.45
5963,"Pyuu to Fuku! Jaguar: Ima, Fuki ni Yukimasu","piyohiko ha a dream: he want to be a succes guitar player. then a strang man name jaguar pop up, and forc him to play the recorder. thu end piyohiko nobl dream. kyousukeusuta comedi shounen music base on a manga 2009 movi lowrank",3.45
